Route,Mode,Agent Count,Category,DS,RC,IS,Success Rate,Game Time (s),System Time (s),Ego Runs,Infractions,Negotiations,Avg Rounds,Median Rounds,Max Rounds,Suggestions,Unique Speakers,Avg Consensus,Avg Safety,Avg Efficiency,Avg Total Score,Avg Min Distance
r23_town05_ins_oppo,NPC,3,IC,64.089,100.000,0.6409,0.333,21.95,829.64,3,"collisions_vehicle: 3, outside_route_lanes: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r24_town05_ins_rl,No NPC,3,LM,83.280,100.000,0.8328,0.333,13.25,383.66,3,outside_route_lanes: 2,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r24_town05_ins_rl,NPC,3,LM,64.615,100.000,0.6462,0.000,18.70,644.80,3,"collisions_vehicle: 2, outside_route_lanes: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r25_town05_ins_crosschange,No NPC,3,LM,70.987,100.000,0.7099,0.333,13.05,403.08,3,"collisions_vehicle: 2, outside_route_lanes: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r25_town05_ins_crosschange,NPC,3,LM,70.205,100.000,0.7021,0.333,16.45,622.97,3,"collisions_vehicle: 2, outside_route_lanes: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r26_town05_ins_chaos,No NPC,6,IC,64.502,94.743,0.6649,0.333,39.05,1599.05,6,"collisions_layout: 1, collisions_vehicle: 5, outside_route_lanes: 3, route_timeout: 2",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r26_town05_ins_chaos,NPC,6,IC,22.596,89.943,0.2401,0.000,39.05,2871.70,6,"collisions_layout: 1, collisions_vehicle: 21, outside_route_lanes: 3, route_timeout: 2",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r27_town06_hw_merge,No NPC,3,LM,100.000,100.000,1.0000,1.000,26.20,802.29,3,,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r27_town06_hw_merge,NPC,3,LM,100.000,100.000,1.0000,1.000,25.75,962.46,3,,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r28_town06_hw_c,No NPC,6,LC,21.762,73.176,0.2360,0.000,119.45,4114.56,6,"collisions_layout: 6, collisions_vehicle: 23, outside_route_lanes: 2, vehicle_blocked: 4",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r28_town06_hw_c,NPC,6,LC,16.696,76.504,0.1811,0.000,78.00,4242.44,6,"collisions_layout: 4, collisions_vehicle: 22, outside_route_lanes: 2, vehicle_blocked: 3",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r29_town06_hw_merge,No NPC,4,LM,64.000,100.000,0.6400,0.250,23.05,888.20,4,collisions_vehicle: 4,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r29_town06_hw_merge,NPC,4,LM,64.000,100.000,0.6400,0.250,23.60,1075.83,4,collisions_vehicle: 4,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r30_town06_hw_merge,No NPC,4,LM,80.000,100.000,0.8000,0.500,25.20,995.93,4,collisions_vehicle: 2,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r30_town06_hw_merge,NPC,4,LM,52.425,94.285,0.5274,0.500,62.05,2210.59,4,"collisions_layout: 4, collisions_vehicle: 8, route_timeout: 2",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r31_town05_ins_oppo,No NPC,4,IC,33.846,98.048,0.3424,0.000,44.05,1395.43,4,"collisions_layout: 1, collisions_vehicle: 8, outside_route_lanes: 2, route_timeout: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r31_town05_ins_oppo,NPC,4,IC,42.811,100.000,0.4281,0.250,24.55,1106.52,4,"collisions_vehicle: 8, outside_route_lanes: 3",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r32_town05_ins_oppo,No NPC,4,IC,78.699,100.000,0.7870,0.500,31.00,1048.43,4,"collisions_vehicle: 2, outside_route_lanes: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r32_town05_ins_oppo,NPC,4,IC,47.330,95.208,0.4845,0.250,44.05,1401.27,4,"collisions_layout: 1, collisions_vehicle: 7, outside_route_lanes: 1, route_timeout: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r33_town05_ins_rl,No NPC,4,LM,63.699,73.374,0.7965,0.500,44.05,1161.22,4,"collisions_vehicle: 2, outside_route_lanes: 1, route_timeout: 1, vehicle_blocked: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r33_town05_ins_rl,NPC,4,LM,58.190,100.000,0.5819,0.500,27.10,1344.88,4,"collisions_vehicle: 7, outside_route_lanes: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r34_town05_ins_rl,No NPC,4,LM,96.678,100.000,0.9668,0.750,17.80,594.00,4,outside_route_lanes: 1,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r34_town05_ins_rl,NPC,4,LM,84.000,100.000,0.8400,0.750,15.50,810.47,4,collisions_vehicle: 2,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r35_town05_ins_crosschange,No NPC,4,LM,7.060,10.840,0.8000,0.000,33.05,1608.17,4,"collisions_vehicle: 2, route_timeout: 4",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r35_town05_ins_crosschange,NPC,4,LM,16.906,88.792,0.1753,0.000,33.05,1802.73,4,"collisions_layout: 2, collisions_vehicle: 14, outside_route_lanes: 1, route_timeout: 2",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r36_town05_ins_crosschange,No NPC,4,LM,57.452,94.201,0.5807,0.500,33.05,1213.75,4,"collisions_layout: 1, collisions_vehicle: 6, outside_route_lanes: 1, route_timeout: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r36_town05_ins_crosschange,NPC,4,LM,44.362,90.534,0.4763,0.000,33.05,1739.96,4,"collisions_layout: 1, collisions_vehicle: 5, outside_route_lanes: 1, route_timeout: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r37_town05_ins_chaos,No NPC,8,IC,48.630,71.821,0.6598,0.125,44.05,2630.81,8,"collisions_layout: 3, collisions_vehicle: 4, outside_route_lanes: 6, route_timeout: 2, vehicle_blocked: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r37_town05_ins_chaos,NPC,8,IC,43.227,69.956,0.5219,0.125,44.05,5079.47,8,"collisions_layout: 4, collisions_vehicle: 8, outside_route_lanes: 5, route_timeout: 3, vehicle_blocked: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r38_town05_ins_chaos,No NPC,8,IC,13.777,61.627,0.2976,0.000,46.05,4121.00,8,"collisions_layout: 6, collisions_vehicle: 18, outside_route_lanes: 4, route_timeout: 3, vehicle_blocked: 2",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r39_town06_hw_c,No NPC,8,LC,69.444,100.000,0.6944,0.375,12.90,860.50,8,"collisions_vehicle: 6, outside_route_lanes: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r40_town06_hw_c,No NPC,8,LC,76.644,97.012,0.7831,0.500,34.05,1578.19,8,"collisions_layout: 1, collisions_vehicle: 3, outside_route_lanes: 1, route_timeout: 2",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r41_town05_ins_oppo,No NPC,4,IC,56.541,100.000,0.5654,0.000,38.85,1501.38,4,"collisions_vehicle: 5, outside_route_lanes: 2",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r42_town05_ins_rl,No NPC,4,LM,85.755,100.000,0.8576,0.500,14.15,652.48,4,outside_route_lanes: 2,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r43_town05_ins_crosschange,No NPC,4,LM,28.106,100.000,0.2811,0.000,19.55,880.61,4,"collisions_layout: 1, collisions_vehicle: 9, outside_route_lanes: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r44_town05_ins_chaos,No NPC,8,IC,42.529,91.512,0.4407,0.000,39.05,2721.36,8,"collisions_layout: 3, collisions_vehicle: 13, outside_route_lanes: 5, route_timeout: 3",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r45_town06_hw_merge,No NPC,4,LM,80.000,100.000,0.8000,0.500,25.50,1130.30,4,collisions_vehicle: 2,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r46_town06_hw_c,No NPC,7,LC,27.698,84.518,0.2902,0.143,90.65,6410.11,7,"collisions_layout: 10, collisions_vehicle: 18, outside_route_lanes: 3, vehicle_blocked: 4",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
